order_item_id,order_id,product_id,quantity,unit_price
505586,103700,1183,1,25.55
505587,103700,1014,1,176.44
505588,103701,1057,1,46.89
505589,103701,1097,2,99.41
505590,103701,1249,1,$10.10
505591,103702,1097,2,111.53
505592,103702,1250,2,67.49
505593,103703,1217,2,33.58
505594,103704,1036,1,156.96
505595,103705,1160,1,31.56
505596,103706,1179,1,61.82
505597,103707,1230,1,36.74
505598,103708,1291,2,259.04
505599,103709,1120,1,18.5
505600,103710,1229,1,24.8
505601,103710,1220,1,57.82
505602,103711,1233,1,66.33
505603,103712,1122,1,41.67
505604,103713,1227,1,53.04
505605,103714,1183,1,24.6
505606,103714,1242,1,$35.20
505607,103715,1095,-2,$90.17
505608,103716,1081,1,66.22
505609,103717,1054,1,120.25
505610,103717,1136,1,113.59
505611,103718,1245,2,16.78
505612,103719,1081,1,87.38
505613,103720,1009,1,337.1
505614,103720,1079,2,34.76
505615,103721,1224,1,$38.43
505616,103722,1257,2,158.41
505617,103722,1065,1,58.18
505618,103723,1145,1,$37.25
505619,103723,1199,1,52.69
505620,103724,1193,1,72.09
505621,103724,1294,1,53.63
505622,103725,1050,1,105.14
505623,103725,1097,2,105.94
505624,103725,1108,1,62.42
505625,103726,1084,1,24.5
505626,103727,1282,1,22.67
505627,103728,1228,1,43.81
505628,103729,1068,2,103.18
505629,103730,1158,3,12.38
505630,103731,1222,1,19.93
505631,103731,1115,1,30.85
505632,103732,1268,1,77.23
505633,103732,1219,1,68.53
505634,103733,1178,1,33.41
505635,103733,1075,2,27.24
505636,103734,1234,1,24.19
505637,103735,1116,1,115.92
505638,103736,1188,1,57.84
505639,103737,1022,2,251.28
505640,103737,1235,2,30.6
505641,103737,1180,1,20.54
505642,103737,1178,1,29.44
505643,103738,1170,2,41.16
505644,103738,1085,1,30.28
505645,103739,1099,1,105.95
505646,103740,1166,1,52.41
505647,103741,1297,1,28.66
505648,103742,1152,-1,53.91
505649,103743,1194,1,51.32
505650,103744,1015,1,269.42
505651,103744,1089,1,29.01
505652,103745,1230,1,36.48
505653,103746,1099,1,132.93
505654,103747,1128,1,56.95
505655,103747,1216,1,28.63
505656,103748,1182,1,35.19
505657,103749,1118,3,103.92
505658,103750,1182,1,$37.38
505659,103751,1145,2,34.16
505660,103751,1282,1,21.13
505661,103752,1258,1,60.5
505662,103753,1068,-2,142.12
505663,103753,1242,1,40.92
505664,103754,1080,2,21.59
505665,103754,1156,2,46.06
505666,103754,1194,2,59.69
505667,103755,1179,1,65.08
505668,103755,1193,1,60.21
505669,103755,1124,1,50.52
505670,103756,1066,1,40.62
505671,103757,1137,2,96.51
505672,103757,1179,1,67.83
505673,103758,1171,1,56.55
505674,103759,1230,1,42.02
505675,103759,1273,1,222.76
505676,103760,1148,1,21.22
505677,103761,1291,1,247.24
505678,103761,1260,1,224.3
505679,103762,1071,1,39.11
505680,103762,1229,1,32.01
505681,103763,1156,1,56.34
505682,103763,1209,1,17.31
505683,103764,1124,1,50.14
505684,103765,1217,1,37.56
505685,103766,1235,1,25.99
505686,103767,1182,2,30.61
505687,103768,1096,1,66.04
505688,103769,1062,2,76.76
505689,103770,1247,1,47.85
505690,103771,1201,1,39.66
505691,103772,1140,1,30.91
505692,103773,1094,1,40.07
505693,103774,1191,1,35.76
505694,103775,1255,1,194.94
505695,103776,1157,1,27.2
505696,103777,1071,1,41.91
505697,103778,1230,2,36.99
505698,103779,1170,2,42.11
505699,103780,1210,1,10.82
505700,103781,1078,2,50.31
505701,103781,1152,2,43.24
505702,103782,1215,1,60.84
505703,103782,1125,2,40.55
505704,103783,1263,1,244.49
505705,103783,1229,1,21.47
505706,103784,1070,3,150.51
505707,103784,1209,1,19.19
505708,103785,1088,1,88.3
505709,103786,1223,1,54.92
505710,103786,1235,2,21.78
505711,103787,1168,2,10.95
505712,103788,1170,2,35.58
505713,103789,1297,2,27.44
505714,103789,1210,1,10.92
505715,103790,1247,2,$50.04
505716,103790,1230,1,40.74
505717,103791,1247,1,$52.77
505718,103791,1120,1,17.43
505719,103791,1072,2,$48.59
505720,103792,1182,1,30.22
505721,103792,1120,1,16.54
505722,103792,1217,1,31.71
505723,103793,1186,1,62.41
505724,103794,1175,1,62.47
505725,103795,1136,1,122.5
505726,103795,1247,1,48.69
505727,103796,1249,1,11.93
505728,103796,1106,1,76.09
505729,103797,1138,4,94.11
505730,103797,1128,1,51.12
505731,103798,1247,1,43.49
505732,103799,1100,1,31.19
505733,103800,1227,2,56.69
505734,103801,1246,1,37.62
505735,103802,1292,1,191.05
505736,103803,1255,1,202.27
505737,103804,1243,1,60.39
505738,103805,1098,2,102.14
505739,103806,1082,1,61.96
505740,103806,1176,3,34.13
505741,103807,1059,1,173.6
505742,103808,1247,2,49.81
505743,103809,1280,1,230.08
505744,103809,1150,1,43.61
505745,103810,1268,1,78.24
505746,103810,1076,1,67.18
505747,103810,1194,1,68.79
505748,103811,1234,1,26.85
505749,103812,1089,2,30.59
505750,103813,1255,1,183.13
505751,103813,1173,1,52.46
505752,103814,1244,1,53.66
505753,103814,1230,1,35.81
505754,103815,1087,1,110.46
505755,103816,1081,1,69.84
505756,103817,1184,1,33.05
505757,103818,1268,1,67.31
505758,103819,1068,1,133.31
505759,103819,1139,2,92.75
505760,103819,1194,2,61.43
505761,103820,1132,1,$43.68
505762,103820,1210,1,$10.73
505763,103820,1280,2,250.96
505764,103821,1238,1,54.3
505765,103822,1119,1,70.58
505766,103823,1247,1,42.65
505767,103824,1250,1,$67.49
505768,103825,1201,2,39.06
505769,103826,1220,0,48.1
505770,103827,1199,2,47.8
505771,103827,1229,1,22.74
505772,103828,1175,2,52.75
505773,103829,1015,1,252.64
505774,103829,1133,1,66.61
505775,103830,1141,1,66.49
505776,103831,1253,1,79.95
505777,103831,1288,1,186.29
505778,103832,1095,2,101.21
505779,103832,1229,1,31.39
505780,103833,1189,1,25.37
505781,103834,1292,1,195.33
505782,103835,1159,-2,49.79
505783,103835,1095,1,98.55
505784,103836,1141,1,72.23
505785,103837,1156,1,59.97
505786,103838,1243,1,67.83
505787,103838,1169,-2,104.06
505788,103839,1104,1,48.47
505789,103840,1175,1,52.07
505790,103840,1097,1,110.37
505791,103841,1233,2,66.63
505792,103842,1092,1,94.63
505793,103843,1010,1,234.47
505794,103843,1084,1,24.84
505795,103844,1049,2,246.97
505796,103844,1273,2,253.54
505797,103845,1075,1,30.81
505798,103845,1281,1,$135.53
505799,103846,1187,1,70.25
505800,103847,1138,1,88.53
505801,103847,1160,1,26.53
505802,103847,1133,1,97.13
505803,103848,1120,1,15.89
505804,103849,1292,1,197.16
505805,103850,1064,2,41.07
505806,103851,1230,1,39.91
505807,103852,1112,2,0.0
505808,103852,1014,1,180.26
505809,103853,1247,1,47.37
505810,103853,1228,1,50.77
505811,103853,1214,1,54.38
505812,103854,1127,1,49.7
505813,103855,1220,1,57.25
505814,103855,1233,1,65.44
505815,103855,1100,1,23.48
505816,103856,1203,1,24.32
505817,103857,1234,1,29.05
505818,103858,1224,1,44.32
505819,103859,1197,1,20.12
505820,103860,1131,1,76.77
505821,103861,1285,1,142.44
505822,103862,1071,1,41.65
505823,103862,1081,1,8395.0
505824,103863,1048,1,198.87
505825,103864,1158,3,11.17
505826,103864,1182,2,37.38
505827,103865,1209,1,20.4
505828,103865,1253,1,68.53
505829,103866,1138,1,102.69
505830,103867,1029,1,497.75
505831,103868,1023,1,$510.26
505832,103868,1089,1,28.12
505833,103869,1276,1,291.93
505834,103869,1076,2,62.19
505835,103869,1057,2,51.9
505836,103870,1205,1,58.71
505837,103871,1181,1,12.6
505838,103871,1197,2,20.88
505839,103872,1120,1,18.44
505840,103872,1230,1,40.4
505841,103872,1001,2,$187.91
505842,103873,1145,2,35.33
505843,103874,1177,1,40.64
505844,103875,1158,1,12.63
505845,103875,1267,1,149.53
505846,103876,1176,1,32.02
505847,103877,1282,1,21.03
505848,103877,1194,3,67.79
505849,103878,1068,1,112.11
505850,103879,1247,1,46.34
505851,103880,1217,1,$37.18
505852,103881,1228,1,51.05
505853,103882,1125,1,35.93
505854,103883,1048,1,$203.70
505855,103883,1152,2,46.61
505856,103884,1166,2,55.81
505857,103884,1056,3,171.87
505858,103885,1182,2,32.21
505859,103886,1235,1,24.55
505860,103886,1003,1,206.99
505861,103887,1189,2,22.64
505862,103888,1152,2,44.52
505863,103888,1115,1,28.97
505864,103889,1130,1,41.03
505865,103890,1288,1,199.43
505866,103891,1289,1,107.45
505867,103892,1177,2,37.84
505868,103892,1054,1,111.28
505869,103893,1168,1,10.84
505870,103893,1090,3,88.54
505871,103894,1244,1,$67.11
505872,103894,1119,1,56.14
505873,103895,1057,1,55.1
505874,103896,1106,1,85.0
505875,103897,1166,1,57.53
505876,103898,1075,1,30.81
505877,103899,1238,2,47.51
505878,103899,1244,1,47.72
505879,103900,1284,2,53.34
505880,103901,1281,2,133.71
505881,103901,1057,2,47.72
505882,103902,1175,1,60.54
505883,103903,1057,1,47.08
505884,103904,1066,1,46.82
505885,103904,1144,1,125.57
505886,103905,1194,1,56.2
505887,103905,1063,2,90.41
505888,103906,1147,1,24.19
505889,103907,1292,1,188.99
505890,103908,1297,1,26.42
505891,103909,1228,1,55.65
505892,103910,1287,2,89.32
505893,103911,1197,2,23.89
505894,103911,1257,1,141.85
505895,103911,1245,1,18.65
505896,103912,1121,1,40.48
505897,103913,1117,1,87.13
505898,103914,1150,1,$54.37
505899,103914,1068,1,131.43
505900,103914,1164,1,41.36
505901,103915,1160,1,29.97
505902,103916,1220,2,58.02
505903,103917,1288,1,190.38
505904,103918,1298,1,73.55
505905,103918,1118,2,89.81
505906,103919,1168,1,9.56
505907,103919,1085,1,26.96
505908,103920,1235,2,24.89
505909,103920,1009,1,295.08
505910,103921,1070,2,141.38
505911,103922,1066,2,40.32
505912,103923,1249,2,$12.06
505913,103924,1054,1,101.76
505914,103925,1176,1,29.9
505915,103925,1246,1,36.52
505916,103926,1178,1,$29.15
505917,103926,1069,1,75.45
505918,103927,1154,1,48.43
505919,103927,1203,1,24.02
505920,103928,1123,1,23.72
505921,103928,1235,2,24.22
505922,103929,1066,1,39.14
505923,103929,1131,1,64.83
505924,103930,1152,1,49.18
505925,103931,1235,1,25.53
505926,103932,1124,1,53.12
505927,103933,1188,1,64.99
505928,103933,1178,1,33.41
505929,103934,1203,1,19.27
505930,103934,1160,1,29.7
505931,103935,1140,1,27.42
505932,103936,1069,2,81.45
505933,103937,1160,1,28.54
505934,103938,1265,1,$74.90
505935,103939,1182,2,$33.65
505936,103940,1058,1,88.62
505937,103940,1145,1,35.24
505938,103940,1233,1,70.15
505939,103941,1246,2,33.82
505940,103942,1086,2,61.06
505941,103943,1065,1,49.42
505942,103943,1101,1,97.88
505943,103944,1235,1,27.34
505944,103944,1067,2,142.81
505945,103945,1122,1,38.33
505946,103945,1287,1,89.18
505947,103946,1095,2,97.98
505948,103947,1205,1,57.24
505949,103948,1250,1,$62.80
505950,103949,1166,1,57.94
505951,103949,1088,1,95.62
505952,103949,1055,1,67.24
505953,103950,1263,0,222.16
505954,103951,1177,1,42.5
505955,103952,1210,2,10.68
505956,103953,1200,1,56.22
505957,103954,1193,1,77.83
505958,103954,1233,1,66.9
505959,103955,1233,1,59.71
505960,103956,1094,2,38.5
505961,103957,1229,1,32.01
505962,103957,1229,1,28.81
505963,103958,1210,1,11.28
505964,103959,1131,2,76.1
505965,103960,1187,1,66.39
505966,103961,1235,1,23.69
505967,103961,1231,2,50.3
505968,103962,1262,1,146.16
505969,103962,1096,2,62.77
505970,103963,1202,1,9.94
505971,103963,1212,1,22.73
505972,103963,1230,1,35.78
505973,103964,1136,1,107.95
505974,103965,1290,1,186.67
505975,103966,1174,1,29.47
505976,103967,1063,1,92.5
505977,103968,1068,2,117.31
505978,103969,1079,1,37.21
505979,103969,1080,2,25.66
505980,103969,1149,2,62.54
505981,103970,1256,1,47.3
505982,103971,1230,1,35.14
505983,103972,1202,1,10.21
505984,103972,1054,1,125.54
505985,103973,1085,2,29.33
505986,103974,1208,1,40.78
505987,103975,1239,1,$15.31
505988,103975,1247,2,56.78
505989,103976,1197,1,$22.75
505990,103976,1166,1,49.52
505991,103977,1152,3,50.89
505992,103978,1129,1,60.53
505993,103979,1072,3,42.65
505994,103979,1173,1,41.57
505995,103980,1179,1,59.06
505996,103980,1182,2,31.76
505997,103981,1109,1,69.76
505998,103981,1196,1,25.37
505999,103982,1266,1,163.57
506000,103982,1272,2,360.42
506001,103983,1260,1,199.49
506002,103984,1234,2,23.9
506003,103985,1138,2,$106.80
506004,103985,1235,1,29.74
506005,103986,1097,2,0.0
506006,103986,1232,1,42.93
506007,103987,1027,2,$487.17
506008,103988,1127,1,53.22
506009,103989,1172,1,48.91
506010,103990,1066,1,44.99
506011,103990,1274,1,105.85
506012,103991,1259,1,25.37
506013,103991,1258,1,79.13
506014,103992,1063,1,81.69
506015,103993,1097,1,107.45
506016,103994,1282,1,$19.22
506017,103994,1106,1,75.96
506018,103995,1257,2,147.84
506019,103996,1115,1,$34.77
506020,103997,1015,2,262.15
506021,103998,1219,2,75.05
506022,103998,1233,1,77.37
506023,103998,1134,2,65.62
506024,103998,1285,1,135.62
506025,103999,1245,1,15.37
506026,104000,1230,1,37.16
506027,104000,1165,1,74.34
506028,104001,1235,1,23.87
506029,104002,1066,1,43.68
506030,104003,1117,1,110.62
506031,104003,1229,2,30.95
506032,104004,1224,2,46.63
506033,104005,1131,1,76.78
506034,104006,1121,2,36.11
506035,104007,1044,1,462.58
506036,104007,1183,1,24.04
506037,104007,1066,1,45.72
506038,104008,1161,1,44.1
506039,104009,1207,2,23.38
506040,104010,1057,1,52.2
506041,104011,1183,1,21.16
506042,104012,1233,3,78.46
506043,104013,1215,2,62.69
506044,104014,1261,1,81.61
506045,104014,1127,1,51.92
506046,104015,1246,1,$42.40
506047,104016,1198,1,37.83
506048,104016,1278,1,273.43
506049,104017,1255,1,174.58
506050,104018,1065,1,65.04
506051,104019,1084,2,25.72
506052,104020,1122,1,33.24
506053,104020,1292,,146.11
506054,104020,1152,1,43.97
506055,104021,1255,1,202.27
506056,104021,1152,1,49.65
506057,104022,1117,1,106.15
506058,104023,1178,1,28.74
506059,104023,1031,1,137.1
506060,104023,1252,1,124.88
506061,104024,1115,1,30.67
506062,104025,1228,-1,44.07
506063,104026,1085,1,28.71
506064,104027,1129,1,55.5
506065,104028,1073,2,26.88
506066,104028,1247,1,56.73
506067,104029,1226,1,32.38
506068,104030,1220,2,51.19
506069,104031,1033,1,363.57
506070,104031,1141,1,70.32
506071,104032,1179,1,66.76
506072,104032,1241,2,19.46
506073,104033,1073,1,21.68
506074,104034,1132,1,44.65
506075,104035,1231,1,49.69
506076,104035,1234,1,$28.12
506077,104036,1247,1,52.62
506078,104037,1164,1,34.4
506079,104037,1152,1,47.89
506080,104037,1233,1,68.54
506081,104038,1176,1,26.12
506082,104039,1191,1,$29.64
506083,104039,1220,1,51.91
506084,104039,1231,1,50.38
506085,104040,1237,2,42.6
506086,104040,1170,2,37.15
506087,104041,1128,1,56.15
506088,104042,1154,1,44.88
506089,104042,1050,1,81.56
506090,104043,1159,1,45.46
506091,104044,1178,1,28.79
506092,104045,1120,2,18.78
506093,104045,1120,1,17.76
506094,104046,1220,1,$52.73
506095,104047,1248,1,25.05
506096,104048,1292,1,204.4
506097,104049,1203,1,25.62
506098,104050,1145,1,35.42
506099,104050,1152,1,54.05
506100,104051,1236,1,55.62
506101,104052,1229,1,27.36
506102,104052,1138,1,111.2
506103,104053,1244,1,63.93
506104,104054,1095,2,105.79
506105,104055,1247,1,40.78
506106,104056,1097,1,109.83
506107,104057,1248,1,$25.15
506108,104057,1274,1,114.32
506109,104058,1228,1,42.31
506110,104059,1188,1,64.99
506111,104059,1097,1,110.95
506112,104060,1194,1,67.29
506113,104061,1197,1,-5.0
506114,104062,1257,1,139.26
506115,104063,1201,1,39.86
506116,104064,1227,1,67.28
506117,104064,1077,1,94.16
506118,104065,1143,2,30.32
506119,104066,1211,1,39.93
506120,104066,1034,2,237.64
506121,104067,1057,2,54.18
506122,104068,1208,1,46.24
506123,104069,1087,-2,111.9
506124,104069,1246,1,44.44
506125,104070,1230,1,33.97
506126,104071,1247,1,45.99
506127,104072,1120,1,16.01
506128,104072,1072,1,40.57
506129,104073,1046,1,$194.93
506130,104074,1197,1,25.31
506131,104075,1276,1,290.38
506132,104076,1076,1,64.98
506133,104076,1250,2,$59.49
506134,104077,1141,1,60.05
506135,104077,1244,2,64.76
506136,104078,1230,1,41.65
506137,104079,1024,1,180.15
506138,104079,1233,1,$69.18
506139,104080,1156,2,58.27
506140,104081,1055,1,70.81
506141,104082,1101,2,118.65
506142,104083,1278,1,242.84
506143,104084,1254,3,98.65
506144,104085,1165,2,$57.48
506145,104086,1160,1,32.99
506146,104086,1185,1,68.71
506147,104087,1074,2,151.25
506148,104088,1209,1,$17.67
506149,104088,1125,1,32.29
506150,104089,1078,1,58.91
506151,104090,1085,2,27.32
506152,104090,1178,2,28.87
506153,104091,1185,1,59.79
506154,104091,1156,1,59.17
506155,104092,1257,2,134.44
506156,104093,1246,1,37.3
506157,104094,1177,1,41.11
506158,104095,1228,2,49.65
506159,104096,1160,1,31.56
506160,104097,1059,1,$169.74
506161,104098,1117,1,$100.48
506162,104098,1228,1,49.27
506163,104099,1203,1,20.88
506164,104099,1131,1,67.99
506165,104100,1168,1,10.75
506166,104101,1258,1,67.28
506167,104102,1190,2,33.61
506168,104102,1120,1,17.75
506169,104103,1292,2,169.78
506170,104103,1050,1,97.25
506171,104104,1228,1,53.32
506172,104105,1062,2,62.4
506173,104106,1157,2,22.95
506174,104107,1236,3,48.67
506175,104108,1080,1,24.16
506176,104109,1096,2,58.97
506177,104110,1084,1,21.48
506178,104110,1133,1,78.92
506179,104111,1235,1,21.25
506180,104112,1085,1,21.85
506181,104113,1095,2,95.71
506182,104114,1265,1,71.82
506183,104115,1201,1,37.83
506184,104116,1166,1,64.72
506185,104117,1260,1,223.19
506186,104117,1236,1,47.41
506187,104118,1182,1,32.35
506188,104119,1257,1,148.37
506189,104120,1164,2,$37.98
506190,104121,1207,1,22.13
506191,104121,1229,1,27.21
506192,104122,1095,1,107.45
506193,104123,1078,2,49.57
506194,104124,1224,1,49.91
506195,104125,1130,1,42.41
506196,104125,1138,1,95.13
506197,104125,1232,1,42.35
506198,104126,1217,1,40.71
506199,104127,1079,1,37.5
506200,104127,1114,1,59.67
506201,104128,1108,3,56.42
506202,104129,1078,1,54.83
506203,104129,1240,1,73.48
506204,104130,1238,2,55.19
506205,104130,1217,1,39.19
506206,104131,1239,2,15.59
506207,104131,1165,1,74.43
506208,104132,1076,3,66.71
506209,104132,1160,1,33.76
506210,104133,1258,1,63.69
506211,104134,1247,1,51.25
506212,104135,1046,1,229.48
506213,104135,1165,1,66.69
506214,104136,1013,1,280.15
506215,104137,1050,1,97.18
506216,104137,1063,1,88.24
506217,104138,1165,1,63.47
506218,104138,1153,1,38.49
506219,104139,1278,2,278.96
506220,104140,1190,1,32.61
506221,104141,1217,1,34.81
506222,104141,1182,1,30.74
506223,104142,1234,1,30.16
506224,104143,1243,2,65.8
506225,104144,1079,1,$37.90
506226,104144,1232,1,38.38
506227,104145,1108,1,59.49
506228,104146,1145,2,34.59
506229,104147,1080,1,23.8
506230,104148,1152,2,54.29
506231,104149,1208,1,35.31
506232,104149,1210,1,9.81
506233,104150,1222,1,$24.79
506234,104150,1097,1,119.33
506235,104151,1151,1,$74.92
506236,104152,95987,1,27.08
506237,104152,1168,1,9.09
506238,104153,1256,1,49.53
506239,104154,1013,1,322.88
506240,104155,1115,1,23.88
506241,104156,1203,1,23.82
506242,104157,1079,1,32.36
506243,104158,1094,1,37.51
506244,104159,1233,1,71.06
506245,104159,1228,1,48.53
506246,104159,1222,1,17.79
506247,104160,1082,1,51.4
506248,104160,1185,2,59.43
506249,104161,1243,1,57.81
506250,104162,1296,1,138.32
506251,104163,1130,1,42.45
506252,104164,1238,2,45.31
506253,104165,1194,1,59.09
506254,104166,1248,2,22.55
506255,104167,1208,2,41.17
506256,104168,1106,1,$77.80
506257,104168,1133,1,86.53
506258,104169,1117,1,92.28
506259,104170,1022,1,260.3
506260,104171,1246,1,42.7
506261,104171,1149,2,59.74
506262,104172,1247,1,48.19
506263,104172,1095,1,96.6
506264,104173,1107,,176.09
506265,104174,1118,2,87.34
506266,104174,1127,1,38.78
506267,104175,1076,1,67.97
506268,104176,97578,1,58.8
506269,104176,1056,1,155.96
506270,104177,1268,1,76.91
506271,104178,1159,1,40.84
506272,104179,1066,1,40.23
506273,104180,1075,2,28.31
506274,104180,1186,1,69.4
506275,104181,1007,1,407.25
506276,104181,1209,1,15.47
506277,104181,1152,2,$44.30
506278,104182,1233,2,77.79
506279,104182,1199,2,54.47
506280,104183,1230,1,35.85
506281,104184,1212,1,28.67
506282,104185,1250,1,67.49
506283,104186,1086,1,81.66
506284,104187,1100,1,34.95
506285,104188,1197,1,22.31
506286,104189,1128,1,67.85
506287,104190,1068,3,136.29
506288,104191,1066,1,41.41
506289,104192,1066,1,33.38
506290,104193,1220,1,52.56
506291,104194,1160,1,$35.15
506292,104195,1235,1,27.4
506293,104195,1031,1,111.64
506294,104196,1258,3,65.48
506295,104197,1220,1,53.86
506296,104198,1171,1,52.88
506297,104198,1078,2,58.59
506298,104199,1200,1,$43.60
506299,104200,1131,2,71.65
506300,104200,1250,1,52.49
506301,104200,1280,1,244.65
506302,104200,1056,1,147.03
506303,104201,1234,1,26.35
506304,104202,1183,1,23.15
506305,104202,1069,2,70.4
506306,104203,1119,2,59.27
506307,104204,1140,1,26.23
506308,104204,1116,2,119.5
506309,104204,1182,1,32.1
506310,104205,1256,2,49.07
506311,104205,1152,1,52.77
506312,104206,1200,1,$48.25
506313,104206,1217,2,40.15
506314,104207,1281,1,124.11
506315,104208,1183,1,21.31
506316,104209,1256,1,49.05
506317,104210,1068,1,134.73
506318,104211,1166,3,$55.12
506319,104212,1182,1,32.12
506320,104213,1171,1,52.38
506321,104214,1165,3,70.01
506322,104215,1159,0,41.24
506323,104215,1230,1,33.62
506324,104215,1225,1,44.9
506325,104215,1091,2,56.16
506326,104216,1224,1,40.3
506327,104217,1141,2,61.33
506328,104217,1145,1,31.29
506329,104218,1220,1,47.15
506330,104218,1228,1,49.77
506331,104219,1079,3,36.23
506332,104219,1164,1,37.91
506333,104220,1244,1,68.81
506334,104221,1094,1,32.08
506335,104222,1094,1,33.02
506336,104223,1261,1,65.6
506337,104224,1231,1,51.19
506338,104224,1244,2,52.87
506339,104225,1083,1,86.71
506340,104225,1076,1,63.94
506341,104225,1183,2,26.52
506342,104226,1286,1,108.53
506343,104226,1281,1,127.57
506344,104227,1286,1,103.65
506345,104227,1239,1,12.27
506346,104227,1207,1,19.85
506347,104227,1229,1,29.41
506348,104228,1043,1,107.25
506349,104228,1183,1,$23.06
506350,104229,1247,1,50.91
506351,104230,1089,1,27.54
506352,104230,1068,1,138.98
506353,104231,1166,1,58.22
506354,104232,1247,1,53.71
506355,104232,1241,1,19.15
506356,104233,1149,1,45.54
506357,104234,1106,1,68.79
506358,104235,1247,1,56.78
506359,104235,1111,1,53.04
506360,104236,1123,2,26.34
506361,104236,1178,2,30.06
506362,104237,1238,2,53.96
506363,104237,1056,1,162.36
506364,104238,1056,1,152.45
506365,104239,1238,1,60.35
506366,104239,1230,2,42.02
506367,104239,1229,1,32.01
506368,104240,1224,1,46.52
506369,104240,1237,2,53.47
506370,104241,1144,1,118.48
506371,104242,1230,1,34.07
506372,104243,1118,1,100.56
506373,104244,1224,1,45.48
506374,104244,1168,1,12.17
506375,104244,1206,1,54.59
506376,104245,1214,1,54.68
506377,104245,1183,1,22.03
506378,104245,1084,1,19.5
506379,104246,1160,1,28.6
506380,104247,1104,1,$53.59
506381,104248,1233,1,$78.46
506382,104249,1224,1,47.7
506383,104250,1263,1,$268.00
506384,104251,1149,1,53.93
506385,104252,1056,1,148.47
506386,104253,1102,2,52.96
506387,104254,1144,1,130.71
506388,104254,1131,1,76.08
506389,104255,1067,1,138.15
506390,104255,1160,1,30.77
506391,104255,1083,1,81.98
506392,104256,1082,1,53.37
506393,104256,1050,1,67.68
506394,104257,1092,1,103.49
506395,104258,1009,1,398.42
506396,104259,1066,1,46.29
506397,104260,1046,2,188.88
506398,104261,1210,2,9.39
506399,104261,1007,1,439.73
506400,104262,1009,2,398.08
506401,104263,1234,1,$28.09
506402,104264,1235,1,24.33
506403,104265,1042,2,228.32
506404,104265,1038,1,534.45
506405,104266,1187,1,70.25
506406,104266,1198,1,38.38
506407,104267,1096,1,60.32
506408,104267,1194,1,55.37
506409,104268,1133,1,90.19
506410,104269,1174,1,33.74
506411,104269,1208,1,$45.83
506412,104269,1066,1,$47.04
506413,104270,1175,1,$62.84
506414,104271,1188,1,64.99
506415,104271,1224,2,46.84
506416,104272,1244,1,65.95
506417,104273,1230,1,35.75
506418,104274,1255,1,170.27
506419,104275,1120,1,20.11
506420,104276,1168,1,11.64
506421,104277,1228,1,$56.74
506422,104277,1084,2,24.77
506423,104277,1092,1,116.92
506424,104278,1041,1,723.64
506425,104279,1119,1,70.58
506426,104280,1046,1,239.28
506427,104281,1205,2,59.12
506428,104282,1228,1,49.77
506429,104283,1057,1,44.23
506430,104284,1160,1,30.65
506431,104285,1182,2,29.57
506432,104286,1127,1,49.47
506433,104287,1264,1,149.81
506434,104288,1150,2,58.12
506435,104289,1235,1,22.99
506436,104289,1024,1,$154.63
506437,104290,1243,1,53.4
506438,104290,1248,1,21.46
506439,104291,1022,1,184.89
506440,104292,1225,1,46.25
506441,104292,1194,1,59.4
506442,104293,1201,1,36.61
506443,104294,1210,1,10.05
506444,104294,1292,1,171.49
506445,104295,1228,1,49.52
506446,104296,1208,1,46.32
506447,104297,1246,2,36.63
506448,104297,1214,1,54.7
506449,104297,1102,1,47.68
506450,104298,1072,2,42.98
506451,104299,1239,1,15.47
506452,104299,1108,1,59.52
506453,104300,1177,1,43.29
506454,104300,1256,2,-5.0
506455,104300,1210,1,10.38
506456,104301,1247,1,54.85
506457,104302,1168,1,11.81
506458,104302,1279,1,162.57
506459,104302,1196,1,24.55
506460,104303,1220,1,58.19
506461,104303,1224,1,48.82
506462,104304,1057,1,48.46
506463,104305,1297,1,24.82
506464,104305,1253,1,66.06
506465,104306,1066,1,39.69
506466,104307,1282,3,19.49
506467,104307,1255,1,176.03
506468,104308,1082,1,52.5
506469,104309,1152,1,44.14
506470,104309,1170,1,39.14
506471,104310,1156,2,$59.08
506472,104311,1247,1,50.84
506473,104311,1210,1,11.58
506474,104312,1197,1,21.77
506475,104312,1198,3,34.62
506476,104313,1026,1,480.85
506477,104314,1096,2,73.75
506478,104314,1168,1,10.87
506479,104315,1113,1,55.31
506480,104316,1233,1,69.0
506481,104317,1086,1,81.66
506482,104318,1057,1,54.22
506483,104319,1209,1,18.74
506484,104319,1235,1,29.4
506485,104320,1170,1,37.91
506486,104321,1166,1,61.63
506487,104322,1145,1,$33.39
506488,104323,1248,2,20.06
506489,104324,1062,1,84.32
506490,104324,1182,1,28.77
506491,104325,1173,1,45.81
506492,104326,1235,1,29.14
506493,104326,1233,1,70.98
506494,104327,1125,1,38.47
506495,104327,1123,1,20.49
506496,104328,1029,1,471.65
506497,104329,1143,2,33.25
506498,104329,1040,1,246.14
506499,104330,1130,3,39.89
506500,104331,1104,2,50.07
506501,104332,1168,1,11.56
506502,104333,1233,1,78.46
506503,104333,1111,1,54.78
506504,104333,1193,1,77.83
506505,104334,1246,1,41.43
506506,104335,1079,1,40.37
506507,104335,1235,1,26.57
506508,104336,1198,2,30.74
506509,104337,1243,1,61.84
506510,104337,1004,1,711.93
506511,104337,1229,1,27.96
506512,104338,1248,2,19.77
