order_id,customer_id,order_date,order_status,discount_amount,shipping_cost
109838,5863,2023-11-06,completed,0.0,0.0
121748,12989,2025-08-11,completed,0.0,0.0
116721,10006,2024-08-19 09:30:00,COMPLETE,0.0,9.82
106510,3941,2024-12-03,completed,,8.57
100242,149,2025-12-01,COMPLETE,0.0,0.0
100715,434,2025-11-24,RETURNED,0.0,0.0
104572,2739,2025-03-24,complete,,0.0
125054,14978,2025-04-06 08:33:00,shipped,6.0,9.07
107403,4453,2025-12-30,COMPLETE,$32.59,0.0
119981,11941,2025-11-28,completed,0.0,0.0
115866,9490,2024-12-22,COMPLETE,$14.88,0.0
121978,13138,2023-06-20,complete,,8.15
115609,9345,2024-12-30,refunded,0.0,9.78
104376,2620,2024-08-22,complete,,0.0
101929,1142,2025-12-29,Completed,0.0,9.56
105446,3278,2023-08-23,completed,7.76,12.86
110231,6107,2025-12-05,shipped,0.0,0.0
106674,4031,2023-01-10,Completed,,0.0
107793,4685,2023-08-16,COMPLETE,0.0,0.0
113909,8347,2025-02-16,Completed,0.0,0.0
125931,15529,2025-01-02,COMPLETE,,9.52
116064,9612,2024-11-06,complete,,0.0
125683,15384,2025-03-07,delivered,0.0,8.99
105026,3028,2023-11-06,Completed,,12.45
118115,10818,2024-09-27,COMPLETE,,0.0
121666,12935,2023-11-04,complete,,9.51
109999,5964,2024-03-20,COMPLETE,0.0,7.29
104271,2556,2024-10-08,Delivered,0.0,0.0
105835,3532,2025-05-03 14:05:00,complete,,0.0
119647,11743,2023-10-08,COMPLETE,,0.0
105379,3238,2025-03-03,complete,,0.0
111731,7013,2024-01-27,Shipped,,5.02
117791,10619,2025-11-16,SHIPPED,24.63,0.0
110476,6254,2025-09-26,delivered,0.0,7.66
107801,4688,2025-05-27,REFUND,$3.20,9.29
121738,12982,2023-12-22,CANCELLED,,0.0
108483,5075,2025-10-19,Refunded,0.0,0.0
121537,12858,2024-10-29,in transit,,7.99
124159,14429,2025-12-31,in transit,,5.05
110219,6103,2025-10-10,Completed,0.0,5.98
101362,818,2024-12-11,complete,,12.65
116366,9790,2024-04-03,Completed,$4.49,4.99
121858,13063,2024-11-30,complete,,0.0
118571,11087,2025-04-15,COMPLETE,,0.0
120518,12260,2024-07-08,Returned,5.68,0.0
119038,11374,2025-10-11,DELIVERED,0.0,11.91
119980,11941,2025-09-04,complete,0.0,9.71
108764,5243,2024-04-17,DELIVERED,,0.0
109480,5657,2025-12-07 08:24:00,complete,2.62,5.79
111505,6886,2023-10-18,complete,7.76,0.0
102277,1349,2024-11-09,DELIVERED,,9.26
121183,12644,2025-12-25,complete,0.0,7.63
122256,13307,2024-07-14,complete,0.0,12.86
119706,11777,2025-12-25,Completed,0.0,5.43
110803,6444,2023-11-03,complete,0.0,6.85
104641,2783,2024-07-09,refunded,,0.0
101730,1022,2025-12-30,completed,0.0,0.0
111550,6911,2023-03-09,complete,0.0,0.0
113103,7854,2024-10-24,complete,11.45,0.0
122913,13679,2024-12-29,COMPLETE,,0.0
107117,4280,2024-12-02,completed,0.0,10.53
113867,8322,2024-08-13,Completed,,0.0
118417,11002,2025-11-15,DELIVERED,,0.0
109841,5863,2023-12-05,Completed,,0.0
119160,11448,2023-06-27 08:16:00,complete,0.0,10.47
114483,8673,2024-12-24,complete,,6.51
106839,4118,2023-01-11,Completed,18.65,0.0
117584,10515,2025-05-13,complete,,0.0
110480,6258,2024-12-15,Completed,0.0,8.39
123160,13828,2024-03-21,completed,0.0,0.0
102317,1376,2025-12-14,COMPLETE,,0.0
107639,4590,2024-07-14,Completed,,0.0
121862,13065,2025-02-20,complete,14.01,0.0
115798,9453,2025-09-04,Completed,3.57,8.52
106501,3933,2023-10-06,complete,,6.55
119958,11924,2025-11-30 16:30:00,DELIVERED,,0.0
111990,7168,2023-06-24 17:37:00,COMPLETE,,0.0
124953,14914,2024-05-05 13:49:00,COMPLETE,$22.37,0.0
116970,10154,2025-12-04,completed,,0.0
100939,558,2023-11-14,shipped,,0.0
124812,14817,2025-11-27,Completed,,0.0
116945,10139,2024-08-19,completed,,0.0
109995,5961,2025-12-29,REFUND,0.0,0.0
115287,9162,2025-06-05,Completed,0.0,8.14
109136,5447,2025-12-13,in transit,,6.23
113462,8083,2024-03-24,delivered,,0.0
103468,2054,2025-12-23,DELIVERED,,9.72
119215,11480,2023-12-04,completed,,0.0
116981,10163,2023-04-11,complete,,10.32
123502,14042,2025-11-18,completed,9.01,0.0
111548,6910,2025-10-26,completed,,11.59
124462,14608,2025-06-18 14:15:00,in transit,0.0,0.0
125847,15482,2025-07-06 08:23:00,COMPLETE,,0.0
108518,5091,2025-11-28,DELIVERED,,8.83
125569,15307,2025-02-26,complete,,0.0
118759,11201,2025-03-12,Completed,,0.0
113855,8319,2023-08-13,COMPLETE,,8.09
109202,5490,2023-03-21,delivered,,0.0
116383,9800,2023-11-22,Completed,0.0,0.0
115176,9097,2024-05-12,Cancelled,0.0,10.52
120146,12043,2024-10-13,Completed,0.0,9.19
122362,13357,2024-02-12,complete,18.87,0.0
121196,12652,2025-12-09,delivered,$11.81,0.0
117050,10202,2025-07-01,Completed,0.0,5.34
100300,181,2023-06-09,complete,0.0,0.0
105292,3192,2023-11-03,complete,,0.0
116400,9813,2025-06-26,COMPLETE,,0.0
107672,4610,2025-08-14,Shipped,,0.0
102915,1731,2025-05-17,delivered,0.0,6.21
117588,10517,2023-04-07,completed,0.0,0.0
120516,12260,2024-06-05,complete,,0.0
123468,14022,2025-09-23,Delivered,0.0,0.0
106781,4087,2024-04-20,cancelled,$2.84,12.12
101194,713,2024-04-17,Delivered,,0.0
112074,7223,2024-09-16,COMPLETE,,0.0
116180,9679,2025-09-07,delivered,,0.0
125889,15504,2024-12-02,Completed,,0.0
101712,1012,2024-11-21,Shipped,0.0,6.45
105862,3541,2024-05-28,completed,0.0,10.58
106714,4049,2025-07-30,COMPLETE,,0.0
121646,12921,2025-12-07,completed,$1.00,9.78
119917,11897,2023-02-28,Completed,0.0,0.0
104371,2615,2023-09-22,CANCELLED,0.0,11.81
115951,9541,2025-11-24,shipped,$34.88,0.0
117218,10292,2024-12-01,COMPLETE,,10.28
118675,11153,2024-11-14,complete,24.86,0.0
109770,5823,2023-11-20,COMPLETE,,6.25
116543,9897,2023-05-19 08:54:00,shipped,,0.0
103078,1829,2024-08-07,complete,0.0,0.0
118075,10791,2024-11-11,COMPLETE,,7.27
124086,14394,2025-01-18,Completed,0.0,0.0
103209,1908,2025-12-14,complete,,0.0
110389,6200,2024-05-06,complete,0.0,0.0
101253,741,2024-12-05,delivered,3.86,12.23
103623,2149,2025-12-04,Completed,,6.42
123753,14206,2025-07-05,completed,4.67,11.28
105427,3264,2024-05-27 10:20:00,Cancelled,,0.0
101078,643,2025-04-16,COMPLETE,,0.0
124378,14563,2025-04-19,Completed,17.18,0.0
124664,14716,2025-05-08,COMPLETE,0.0,6.12
100439,267,2023-12-13,in transit,,12.56
113698,8231,2024-01-13,COMPLETE,11.46,0.0
105597,3381,2025-12-25,Delivered,,0.0
114546,8710,2025-07-03,Completed,,0.0
100691,422,2024-07-24,refunded,0.0,8.76
125738,15411,2025-04-20,Completed,,0.0
108074,4834,2023-06-19,complete,0.0,8.31
105593,3378,2025-01-28,completed,,0.0
106891,4146,2023-11-27,Completed,,0.0
104338,2596,2025-12-01 14:37:00,delivered,0.0,9.51
117474,10449,2023-05-30 09:29:00,complete,,0.0
108725,5218,2024-01-23,complete,0.0,0.0
118721,11180,2024-04-27,complete,,5.77
108021,4800,2025-09-13,Refunded,0.0,0.0
121848,13056,2025-09-13,complete,0.0,0.0
121996,13149,2025-05-07,complete,0.0,5.01
115602,9342,2024-10-28,DELIVERED,,0.0
110030,5984,2025-06-22,shipped,0.0,7.08
123644,14134,2025-12-15,complete,7.12,0.0
120512,12257,2025-11-17,complete,0.0,0.0
123556,14079,2025-12-22,completed,0.0,0.0
101066,635,2025-02-13,Delivered,,6.78
120554,12280,2023-11-15,Delivered,,8.89
117476,10450,2023-06-03 10:20:00,Completed,,6.12
112267,7347,2024-11-28,COMPLETE,0.0,11.6
114155,8489,2025-05-01,cancelled,0.0,0.0
126110,15636,2024-01-10,Shipped,8.73,0.0
114991,8981,2025-01-05,Completed,0.0,0.0
100673,408,2023-07-24,complete,,7.32
123734,14195,2023-03-22,completed,0.0,0.0
104279,2562,2023-09-01,delivered,,10.02
114255,8538,2023-06-24 08:35:00,canceled,,8.72
112539,7514,2024-01-09,Refunded,$34.78,0.0
121721,12971,2024-12-30,completed,0.0,0.0
122798,13609,2025-03-08,in transit,8.94,0.0
124044,14365,2025-11-28,complete,,0.0
118397,10991,2025-07-08,Delivered,0.0,9.19
108575,5129,2024-08-12,delivered,0.0,0.0
112396,7428,2024-10-12,completed,0.0,0.0
125056,14979,2025-11-30,refunded,,11.36
125654,15370,2025-12-13,COMPLETE,,0.0
121619,12904,2025-11-04,COMPLETE,,0.0
113148,7883,2025-04-03,COMPLETE,0.0,5.75
117654,10551,2024-03-19,complete,,6.76
116787,10048,2025-12-25,complete,,8.12
110069,6008,2024-10-11,completed,,0.0
109362,5585,2024-11-29,complete,,0.0
126512,15880,2024-02-18,complete,0.0,0.0
107346,4423,2023-12-23,COMPLETE,0.0,8.31
111203,6699,2025-09-17,completed,,0.0
121410,12781,2023-11-26,refunded,,5.2
120399,12190,2025-01-01,Delivered,35.95,0.0
114227,8527,2025-11-05,completed,3.11,9.9
109904,5899,2023-08-10,completed,0.0,8.45
106798,4098,2024-10-24,completed,0.0,0.0
120448,12219,2024-12-23,in transit,,0.0
119644,11742,2025-12-25 11:41:00,complete,,0.0
108365,5002,2024-03-13,complete,,0.0
112276,7354,2024-12-12,Completed,5.2,8.15
112125,7255,2024-01-30,COMPLETE,,11.17
109774,5827,2025-04-08,complete,0.0,10.97
120157,12052,2025-11-16,complete,,8.74
104058,2426,2024-11-11 13:19:00,DELIVERED,,11.53
110829,6461,2023-04-23,completed,0.0,0.0
114085,8450,2025-01-07,Completed,1.76,11.63
103461,2049,2024-05-14,Completed,0.0,0.0
100977,582,2025-06-22,completed,,10.06
121343,12738,2024-08-27,Completed,,0.0
110318,6159,2024-08-26,Returned,0.0,6.07
119570,11703,2025-08-20,completed,0.0,8.63
109226,5506,2024-11-29,Completed,0.0,0.0
124076,14386,2024-10-29,Completed,3.03,7.99
105157,3110,2024-12-29,COMPLETE,23.67,0.0
106735,4060,2023-10-17,Completed,,8.51
104701,2819,2025-10-28,COMPLETE,,0.0
119044,11378,2025-11-19,Delivered,,11.21
111615,6944,2025-08-27,Completed,,0.0
117572,10510,2025-09-02,Delivered,0.0,0.0
107001,4210,2024-05-17,Completed,,0.0
123884,14276,2025-08-13,Refunded,,0.0
115344,9198,2025-11-28,DELIVERED,0.0,12.02
102960,1758,2025-10-13,Completed,0.0,0.0
122818,13623,2025-11-28,COMPLETE,0.0,0.0
120999,12539,2025-11-11,in transit,0.0,8.42
126007,15577,2023-11-30,Completed,,0.0
107581,4554,2023-10-18,completed,,11.78
123435,14001,2025-12-01,DELIVERED,,11.88
116245,9721,2023-10-09,complete,,11.16
124944,14907,2025-12-01,delivered,0.0,0.0
124572,14667,2024-05-23 15:30:00,delivered,0.0,0.0
121366,12753,2025-06-18,delivered,0.0,0.0
120329,12150,2025-04-02,completed,,8.54
107376,4439,2024-12-02,COMPLETE,8.87,0.0
100088,51,2024-11-29,DELIVERED,30.68,0.0
103801,2271,2024-03-16,completed,3.15,5.7
119941,11912,2024-09-04,Shipped,0.0,5.54
112135,7260,2024-10-15,complete,,7.4
107477,4494,2025-02-25,COMPLETE,,0.0
118177,10852,2024-07-05,Completed,,0.0
107267,4371,2025-12-07,complete,2.92,8.92
116188,9683,2023-03-20,shipped,,0.0
109913,5905,2023-08-31,Completed,0.0,8.31
103620,2147,2024-11-29,REFUND,,0.0
121653,12925,2025-07-04,delivered,0.0,0.0
124045,14366,2025-05-01,COMPLETE,2.22,7.5
125319,15154,2025-04-16,completed,0.0,0.0
101322,789,2023-07-26,Completed,17.79,0.0
111628,6953,2025-09-01,Refunded,,0.0
118495,11045,2025-04-21,completed,0.0,11.15
116528,9890,2024-10-28 08:49:00,complete,0.0,10.54
107228,4349,2024-11-12,Delivered,,0.0
115606,9344,2024-12-17,COMPLETE,0.0,0.0
120205,12081,2025-04-06,delivered,,0.0
100841,506,2025-12-01,COMPLETE,,0.0
115860,9488,2024-12-23,delivered,,12.67
125408,15213,2025-12-01,completed,0.0,0.0
119606,11726,2023-03-01,complete,,11.55
122182,13259,2025-07-16,COMPLETE,,0.0
116618,9945,2024-02-24,DELIVERED,42.33,0.0
111778,7041,2025-10-14,returned,0.0,0.0
106423,3885,2025-10-22,complete,0.0,8.11
107882,4727,2025-08-15,COMPLETE,$20.97,0.0
111029,6589,2025-04-15,COMPLETE,,0.0
113783,8278,2025-12-29,Delivered,0.0,0.0
121302,12713,2024-01-29,RETURNED,8.06,7.32
120355,12168,2024-07-26,delivered,2.67,12.66
104365,2613,2025-10-07,completed,0.0,0.0
109040,5408,2024-02-26,Delivered,,0.0
112402,7432,2025-11-30 12:48:00,Delivered,0.0,0.0
119036,11372,2023-12-17,COMPLETE,13.87,0.0
103458,2046,2023-10-18,Completed,,0.0
118430,11009,2023-12-26,COMPLETE,,0.0
122994,13728,2023-12-31,complete,8.0,0.0
115962,9549,2024-08-19,completed,,0.0
121398,12772,2025-11-28,Shipped,,0.0
113040,7816,2025-07-17,completed,0.0,11.89
103714,2211,2023-02-10,in transit,4.51,12.16
110354,6179,2024-05-22,delivered,0.0,5.68
114790,8864,2025-12-30,completed,,10.47
102305,1367,2023-11-27,completed,$5.36,0.0
123480,14027,2025-12-16,in transit,,8.46
124605,14684,2025-11-15,delivered,,12.05
123272,13905,2023-11-05,SHIPPED,,0.0
115834,9472,2023-11-22,COMPLETE,,10.79
117298,10345,2025-11-28,complete,0.0,11.26
119090,11409,2025-12-23,COMPLETE,$2.66,5.58
114239,8530,2024-07-11,complete,0.0,0.0
119442,11623,2025-06-27,Delivered,$14.59,0.0
113164,7893,2025-12-10 08:16:00,complete,0.0,0.0
116344,9781,2023-08-13,completed,0.0,6.89
110981,6558,2023-11-28,COMPLETE,0.0,10.06
116863,10088,2025-11-18,COMPLETE,,0.0
117300,10346,2023-05-12,COMPLETE,3.95,7.57
120986,12530,2024-09-06,Completed,,5.25
104463,2676,2024-11-03,Completed,0.0,0.0
121339,12735,2025-11-22,Completed,0.0,11.5
114774,8851,2023-02-09,complete,,12.71
101488,891,2023-03-28,Shipped,18.1,0.0
115944,9536,2023-05-24,Completed,0.0,11.61
111416,6823,2023-06-08,delivered,0.0,0.0
108439,5048,2024-11-17,complete,2.52,7.67
108639,5161,2023-11-25,Completed,0.0,11.85
110598,6318,2025-02-27,completed,0.0,0.0
108960,5364,2025-11-28,COMPLETE,,5.8
107839,4706,2024-06-25,completed,18.0,0.0
124415,14581,2024-12-24,Returned,0.0,0.0
116870,10093,2025-06-06,COMPLETE,,4.95
118492,11044,2023-12-04,delivered,,9.9
120897,12483,2023-11-24,RETURNED,,0.0
104779,2870,2025-07-10 16:35:00,Completed,,0.0
121318,12722,2025-08-16,COMPLETE,,10.79
106745,4066,2025-06-25,COMPLETE,0.0,6.44
120784,12419,2023-11-27 16:18:00,Completed,,11.41
121843,13053,2024-03-22,completed,$18.75,0.0
103031,1803,2025-10-18,completed,11.85,0.0
117190,10281,2023-03-15,COMPLETE,0.0,0.0
100576,346,2025-09-16,completed,$8.26,11.98
118158,10842,2025-02-16,completed,,0.0
101053,627,2024-12-13 08:38:00,Completed,6.08,12.27
120123,12027,2025-12-24,DELIVERED,,0.0
100657,398,2023-12-26 16:27:00,completed,0.0,0.0
119748,11798,2024-12-30,complete,9.87,0.0
124792,14802,2023-12-06,Completed,2.14,7.17
105474,3299,2025-09-13,in transit,0.0,10.88
113727,8247,2025-07-05,Completed,1.5,10.95
123484,14030,2025-10-22,completed,3.72,5.45
110276,6136,2025-11-09,Completed,0.0,0.0
114221,8524,2025-12-02,in transit,29.79,0.0
114725,8823,2023-11-25,complete,0.0,5.45
104913,2950,2025-12-22,returned,0.0,0.0
120256,12108,2025-07-30,Completed,0.0,0.0
111373,6802,2025-05-03,Completed,,0.0
102177,1292,2023-12-01,Shipped,$1.83,12.21
114371,8610,2025-09-25,Delivered,1.72,7.49
101835,1075,2025-10-23,COMPLETE,3.26,7.07
125290,15134,2025-01-23,complete,0.0,0.0
111783,7044,2024-09-21,completed,17.83,0.0
125193,15070,2023-07-20,DELIVERED,24.72,0.0
106592,3986,2024-03-28,in transit,0.0,8.75
123158,13827,2025-07-24,completed,0.0,12.2
110868,6482,2024-05-06,COMPLETE,20.45,0.0
115395,9225,2025-08-10,in transit,$35.72,0.0
111106,6644,2024-06-24,delivered,,0.0
112520,7508,2024-01-28,Returned,6.15,7.02
116975,10157,2023-05-04 19:02:00,Returned,10.62,0.0
126450,15842,2025-12-17,Refunded,0.0,5.15
109464,5648,2025-05-05,delivered,27.53,0.0
118447,11019,2025-08-06,COMPLETE,,10.09
120989,12532,2025-05-19,COMPLETE,15.69,0.0
110427,6226,2025-12-29,RETURNED,0.0,0.0
111509,6888,2024-11-21,completed,0.0,8.14
117507,10473,2025-04-20,COMPLETE,,0.0
106203,3753,2025-11-28,delivered,0.0,0.0
100817,489,2025-10-21,completed,0.0,8.34
115409,9235,2025-11-28,delivered,14.5,0.0
102677,1589,2025-12-01 14:13:00,DELIVERED,0.0,0.0
106790,4094,2023-03-17,Delivered,,5.19
106705,4046,2024-11-17,Delivered,,0.0
122707,13559,2025-12-29,Completed,0.0,9.11
118848,11257,2024-08-18,complete,10.8,0.0
108136,4865,2024-12-12,complete,,0.0
114694,8804,2025-03-09,completed,0.0,0.0
116119,9648,2024-12-23,refunded,,0.0
104845,2904,2025-11-16,Shipped,,12.73
119273,11518,2023-06-07,completed,,12.56
104373,2617,2023-08-04 18:51:00,COMPLETE,,0.0
125377,15194,2024-09-13,in transit,0.0,0.0
102694,1596,2025-11-22,completed,0.0,8.41
123553,14076,2025-11-18,complete,,0.0
105728,3468,2024-11-29,Returned,,0.0
113850,8316,2024-12-02,Delivered,8.45,0.0
103576,2120,2023-09-05,completed,,0.0
113110,7860,2025-12-23,complete,9.73,0.0
104974,2997,2025-12-22,Delivered,,0.0
111198,6697,2023-06-08,COMPLETE,19.64,0.0
104516,2705,2024-09-10,complete,0.0,11.83
108377,5010,2024-01-15,SHIPPED,0.0,0.0
119301,11535,2025-07-05,Delivered,0.0,0.0
105139,3096,2023-10-06,complete,,7.95
102796,1656,2024-12-21,COMPLETE,$5.82,5.22
124751,14775,2025-07-23,Completed,11.44,0.0
125635,15355,2025-05-19,COMPLETE,1.17,10.47
104034,2415,2024-08-09,Delivered,0.0,7.46
110224,6105,2023-04-14,delivered,0.0,0.0
100072,42,2025-07-01,complete,0.0,0.0
101402,839,2025-12-01,complete,,0.0
121134,12611,2025-12-03,SHIPPED,1.95,12.01
107752,4663,2025-06-29 16:57:00,Delivered,17.76,0.0
107934,4746,2025-07-01,Completed,0.0,0.0
121381,12761,2025-10-25,Cancelled,$12.56,0.0
119210,11479,2024-02-06,COMPLETE,46.02,0.0
108919,5335,2025-09-07,completed,0.0,9.52
105216,3145,2025-09-04,in transit,0.0,0.0
119993,11950,2025-09-02,completed,0.0,0.0
118614,11113,2024-12-05,COMPLETE,0.0,0.0
112244,7329,2025-04-17 18:19:00,SHIPPED,,0.0
101325,792,2024-12-28,SHIPPED,1.87,12.14
115429,9244,2024-06-09,Completed,$2.21,7.11
119671,11753,2024-12-13,Completed,,11.45
111423,6828,2023-03-07,Completed,3.11,12.3
119473,11646,2023-12-12,Completed,,0.0
104453,2669,2023-03-26,completed,0.0,12.81
108229,4930,2024-09-03,SHIPPED,0.0,0.0
114177,8501,2024-06-09,Completed,,12.93
123127,13806,2025-04-15,Completed,0.0,0.0
122254,13305,2025-04-06,COMPLETE,,0.0
109960,5939,2025-06-26,shipped,,10.69
118404,10995,2024-02-13,COMPLETE,,7.46
123882,14274,2024-10-24,refunded,,0.0
116356,9786,2025-10-10,Completed,$4.90,10.51
110454,6243,2025-12-03,COMPLETE,9.69,0.0
102946,1751,2025-05-24,COMPLETE,,0.0
116695,9990,2024-10-31,Shipped,0.0,0.0
119886,11880,2025-11-24,Completed,0.0,0.0
115221,9122,2024-11-19,Delivered,8.64,5.24
106685,4037,2025-06-26,Returned,0.0,0.0
123342,13950,2025-12-31,COMPLETE,,0.0
123331,13945,2025-12-11,COMPLETE,,9.39
109263,5530,2025-06-05,Delivered,0.0,11.2
109254,5526,2025-09-16,delivered,0.0,5.24
117137,10253,2024-11-30 16:35:00,Delivered,0.0,0.0
125022,14956,2025-09-02,Delivered,53.21,0.0
103826,2288,2025-07-15,Cancelled,0.0,5.67
114077,8446,2025-09-03,complete,14.14,0.0
100188,113,2025-05-13,Completed,14.3,0.0
115058,9026,2025-11-01,completed,,0.0
116139,9661,2024-12-31,Completed,0.0,0.0
110324,6161,2023-12-18,complete,,5.89
104525,2707,2025-12-25,COMPLETE,0.0,0.0
112332,7391,2024-03-18,completed,,5.18
101821,1068,2025-03-22 15:16:00,Completed,,0.0
120858,12462,2025-12-25,Shipped,,0.0
105847,3535,2024-07-16,COMPLETE,,5.96
110920,6515,2025-12-11,COMPLETE,,11.07
107781,4675,2025-03-16,COMPLETE,6.43,0.0
119788,11819,2024-11-01,delivered,0.0,0.0
108443,5052,2024-10-18,Completed,0.0,6.32
106934,4170,2024-12-02,DELIVERED,0.0,9.48
111497,6880,2025-11-23,COMPLETE,,12.42
103497,2068,2025-03-24,COMPLETE,0.0,12.05
109579,5723,2025-11-08,DELIVERED,36.39,0.0
102725,1612,2025-02-08,completed,,0.0
126277,15742,2024-04-16,Completed,,0.0
121968,13132,2023-08-27,completed,5.69,12.38
118106,10812,2023-05-17,COMPLETE,2.67,10.9
113086,7844,2024-04-15,Delivered,,6.57
108124,4857,2025-11-28,DELIVERED,0.0,0.0
114983,8976,2024-08-01,Returned,10.1,0.0
112170,7283,2024-10-14,completed,,11.77
120646,12333,2024-05-30,Completed,2.85,6.21
101739,1024,2024-05-29,Completed,3.76,6.86
101912,1127,2023-12-27,Shipped,,11.75
110819,6454,2024-12-14,in transit,,0.0
105086,3063,2025-12-27,complete,3.79,8.36
108141,4867,2023-11-11,COMPLETE,0.0,12.51
114657,8778,2025-07-27,completed,,7.97
121577,12878,2025-04-16,Completed,29.08,0.0
111433,6836,2023-10-11,Completed,0.0,0.0
113078,7838,2023-12-26,Completed,2.5,9.52
113373,8026,2025-11-10,completed,,0.0
108251,4939,2024-07-28,COMPLETE,,7.88
102609,1554,2023-02-23,complete,$3.43,5.36
106338,3835,2024-11-19,Refunded,0.0,11.72
122862,13652,2023-11-06,in transit,8.22,8.98
109938,5924,2025-05-02,Delivered,,0.0
122155,13240,2024-11-27,completed,3.43,8.79
102879,1707,2023-11-09,completed,0.0,0.0
122330,13343,2024-02-05,complete,0.0,7.98
117271,10329,2023-04-03 17:10:00,returned,,11.53
113495,8106,2023-07-06,Completed,,0.0
103416,2024,2025-10-27,Completed,,5.14
111377,6802,2025-08-04,completed,0.0,11.72
103263,1938,2023-08-17,COMPLETE,0.0,0.0
102754,1630,2025-12-13,delivered,,7.23
113427,8060,2025-07-03,completed,2.84,11.15
103572,2116,2024-04-09,Cancelled,0.0,0.0
119684,11762,2025-12-11,Completed,4.55,12.06
125976,15559,2024-12-20,complete,0.0,7.82
122103,13212,2023-11-27,completed,,0.0
126257,15732,2024-10-12,completed,1.64,9.1
106747,4067,2025-03-12,COMPLETE,,0.0
119739,11794,2023-03-28,Delivered,0.0,0.0
121296,12710,2025-07-24,completed,,0.0
118136,10833,2023-07-01,completed,,0.0
104480,2685,2023-07-11,completed,$38.62,0.0
119892,11884,2025-10-01,DELIVERED,,0.0
104487,2688,2025-02-24,complete,,0.0
119424,11611,2023-08-21,returned,$2.59,7.69
119884,11878,2025-08-07,completed,,10.31
116247,9722,2024-03-17,Completed,,10.84
113848,8315,2023-12-18,complete,0.0,0.0
119834,11843,2025-05-15,Completed,,0.0
103926,2344,2023-12-17,shipped,,0.0
110263,6130,2024-11-25 09:27:00,completed,0.0,0.0
121439,12803,2024-03-28,REFUND,,0.0
100711,432,2025-10-14,complete,0.0,0.0
113889,8336,2023-11-25,complete,,12.56
100724,441,2024-04-02,complete,,5.53
117102,10231,2024-05-03,Completed,,0.0
119370,11573,2024-11-21 14:52:00,completed,8.77,10.34
111318,6773,2025-03-28,complete,,0.0
115625,9356,2024-11-29,COMPLETE,,8.85
103582,2123,2023-07-28,shipped,0.0,6.5
124397,14573,2025-12-04,complete,0.0,10.71
103434,2032,2024-08-01,refunded,0.0,5.66
116328,9770,2024-12-28,complete,2.97,10.28
110193,6085,2025-05-17,Returned,0.0,0.0
104462,2676,2023-10-02,complete,13.45,0.0
126121,15643,2023-08-24,completed,0.0,0.0
106377,3856,2025-11-15,complete,,0.0
100921,549,2025-05-14,Cancelled,,5.29
101394,836,2024-02-05,completed,39.25,0.0
104328,2591,2023-12-13 13:10:00,Shipped,0.0,0.0
112307,7375,2025-11-28,completed,,6.2
105059,3047,2025-03-21,Completed,11.72,0.0
101470,880,2025-04-13,in transit,0.0,12.58
115322,9185,2025-05-20,completed,,12.75
101749,1026,2025-07-01,completed,$60.00,0.0
110365,6187,2025-12-01,Delivered,1.93,7.61
107586,4557,2025-02-15,Completed,0.0,0.0
126317,15763,2024-04-02,complete,0.0,12.74
119015,11357,2024-11-27,completed,,8.47
100580,349,2025-01-09,complete,7.69,0.0
107946,4753,2024-04-09,DELIVERED,12.0,0.0
103162,1882,2025-11-17,COMPLETE,,12.2
111524,6898,2025-03-26,COMPLETE,39.7,0.0
110422,6222,2025-11-29,complete,$0.76,7.71
112102,7240,2025-05-16,complete,0.0,0.0
101731,1022,2025-12-30,RETURNED,0.0,12.72
110001,5965,2025-08-17,COMPLETE,,0.0
109688,5775,2024-10-02,COMPLETE,0.0,0.0
108451,5056,2024-06-23,completed,,10.09
122088,13206,2024-03-21,shipped,0.0,7.83
105043,3039,2025-05-17,Returned,0.0,7.19
119679,11759,2024-05-24,Shipped,0.0,0.0
126511,15880,2024-01-13,COMPLETE,,0.0
106808,4105,2023-04-25,COMPLETE,,8.26
126024,15589,2023-02-02,completed,,0.0
104128,2468,2024-12-02,completed,,0.0
110249,6119,2025-08-27,DELIVERED,$17.05,0.0
120927,12500,2023-12-04,Completed,,11.33
108623,5152,2025-12-03 08:26:00,COMPLETE,,0.0
125382,15198,2025-05-26,COMPLETE,,0.0
103672,2185,2024-07-05,returned,,11.18
111838,7078,2024-11-09,COMPLETE,6.67,10.25
117691,10567,2024-06-26,Completed,$14.40,0.0
126690,15992,2023-12-01,complete,0.0,0.0
124630,14698,2025-02-26,complete,0.0,6.1
112785,7666,2024-12-05,completed,0.0,0.0
117179,10274,2025-08-03,Completed,$13.01,0.0
122654,13531,2024-01-09 14:44:00,complete,0.0,7.68
124663,996483,2024-11-08,shipped,,0.0
104222,2527,2023-12-15,complete,0.0,12.64
124992,14939,2023-06-16 08:46:00,completed,1.35,8.27
116927,10128,2025-05-20,Shipped,,9.99
125138,15028,2023-10-13,completed,,0.0
125177,15057,2025-12-01,Completed,0.0,11.61
108840,5291,2023-12-02,returned,0.0,10.7
112017,7186,2025-04-23,delivered,,0.0
101258,744,2024-07-26,Shipped,5.05,0.0
107247,4358,2025-07-11 18:00:00,complete,,12.04
106515,3944,2024-08-09,COMPLETE,38.18,0.0
126234,15717,2023-12-13,COMPLETE,,0.0
103633,2158,2025-11-08,DELIVERED,0.0,8.49
122864,13653,2024-08-02,Returned,,0.0
115049,9022,2023-02-27,Completed,,0.0
